id;género;edad;fecha_compra;factura;Bebida_favorita;horario;región;satisfacción
1600;M;20;20231106;33000;Flat White;20-22;Andina;2
1601;F;54;20211216;77000;Caramel Macchiato;10-12;Insular;3
1602;M;33;20220309;52000;Espresso Macchiato;18-20;Pacífica;1
1603;M;71;20240218;56000;Chocolate Caliente;16-18;Insular;3
1604;M;54;20230223;80000;Espresso Macchiato;10-12;Andina;2
1605;F;87;20221022;85000;Espresso Macchiato;16-18;Pacífica;2
1606;M;43;20240312;63000;Americano;20-22;Insular;4
1607;M;51;20200624;33000;Americano;20-22;Orinoquía;1
1608;F;46;20190927;42000;Chocolate Caliente;20-22;Pacífica;1
1609;F;52;20200828;58000;Caramel Macchiato;16-18;Insular;2
1610;M;55;20210907;61000;Flat White;10-12;Pacífica;5
1611;M;40;20230727;87000;Americano;16-18;Insular;3
1612;F;100;20240123;109000;Latte;12-14;Orinoquía;2
1613;F;24;20210409;52000;Arequipe Latte;18-20;Caribe;5
1614;F;64;20211218;79000;Espresso Doble;14-16;Pacífica;4
1615;;28;20230923;65400;Americano;18-20;Orinoquía;3
1616;F;49;20230627;67000;Chocolate Blanco;10-12;Caribe;2
1617;F;44;20230727;69000;Mocha Latte;12-14;Caribe;2
1618;F;49;20221011;65000;Espresso Macchiato;20-22;Insular;2
1619;M;33;20220109;53000;Americano;14-16;Orinoquía;2
1620;F;50;20211004;94000;Americano;20-22;Caribe;2
1621;M;39;20240513;32000;Chocolate Caliente;18-20;Andina;2
1622;F;52;20220929;66000;Latte;12-14;Andina;3
1623;F;74;20231203;42000;Flat White;10-12;Insular;2
1624;M;43;20200311;70000;Latte;12-14;Insular;4
1625;M;63;20230623;97000;Espresso Doble;12-14;Orinoquía;2
1626;M;53;20230804;92000;Flat White;14-16;Pacífica;4
1627;M;52;20240112;52000;Latte Macchiato;10-12;Pacífica;4
1628;M;82;20211108;97000;Chocolate Caliente;10-12;Orinoquía;5
1629;M;67;20201014;65000;Latte Macchiato;12-14;Insular;4
1630;M;66;20230915;65000;Cappuccino;12-14;Orinoquía;3
1631;F;57;20230624;73000;Latte Macchiato;14-16;Pacífica;3
1632;;28;20231119;65400;Mocha Blanco Latte;16-18;Pacífica;1
1633;M;32;20230904;55000;Chocolate Blanco Helado;10-12;Orinoquía;2
1634;M;68;20211031;57000;Mocha Latte;18-20;Caribe;5
1635;M;81;20221016;62000;Mocha Blanco Latte;10-12;Insular;4
1636;M;75;20220108;80000;Arequipe Latte;18-20;Pacífica;4
1637;M;88;20230804;67000;Chocolate Blanco;18-20;Insular;4
1638;F;94;20221010;88000;Espresso Macchiato;14-16;Orinoquía;1
1639;;28;20240213;65400;Americano;20-22;Andina;2
1640;M;24;20240425;72000;Latte;14-16;Orinoquía;3
1641;M;54;20230610;71000;Arequipe Latte;14-16;Andina;1
1642;F;75;20230429;80000;Chocolate Helado;18-20;Caribe;3
1643;F;77;20240131;111000;Espresso Sencillo;14-16;Orinoquía;4
1644;M;83;20230604;100000;Chocolate Blanco Helado;10-12;Orinoquía;5
1645;;28;20240522;65400;Chocolate Caliente;20-22;Orinoquía;1
1646;O;57;20240124;32000;Mocha Blanco Latte;20-22;Andina;2
1647;;28;20231217;65400;Chocolate Helado;12-14;Caribe;1
1648;M;59;20230911;30000;Chocolate Blanco;12-14;Pacífica;3
1649;O;35;20230815;31000;Latte Macchiato;20-22;Insular;4
1650;M;32;20210501;47000;Chocolate Blanco;18-20;Caribe;5
1651;M;76;20231105;51000;Caramel Macchiato;12-14;Caribe;2
1652;F;77;20240211;63000;Chocolate Blanco Helado;14-16;Caribe;4
1653;F;37;20240311;92000;Arequipe Latte;20-22;Andina;2
1654;M;43;20210607;39000;Chocolate Blanco Helado;20-22;Insular;3
1655;M;59;20210629;69000;Chocolate Helado;18-20;Orinoquía;5
1656;F;57;20230814;97000;Caramel Macchiato;16-18;Caribe;4
1657;M;71;20211116;96000;Flat White;12-14;Pacífica;3
1658;M;61;20220519;50000;Arequipe Latte;14-16;Pacífica;4
1659;;28;20220522;65400;Espresso Sencillo;12-14;Pacífica;5
1660;F;78;20211226;79000;Caramel Macchiato;16-18;Orinoquía;5
1661;F;29;20230816;37000;Latte;16-18;Orinoquía;4
1662;F;61;20211023;75000;Café del día;20-22;Insular;1
1663;F;69;20221105;72000;Americano;12-14;Andina;5
1664;M;76;20230703;76000;Chocolate Blanco;18-20;Andina;4
1665;;28;20220628;65400;Chocolate Blanco Helado;10-12;Orinoquía;3
1666;M;53;20190920;66000;Chocolate Helado;18-20;Insular;3
1667;M;51;20230217;81000;Espresso Macchiato;14-16;Caribe;4
1668;;28;20240527;65400;Chocolate Blanco;16-18;Insular;5
1669;M;48;20230801;62000;Caramel Macchiato;16-18;Orinoquía;2
1670;F;56;20211207;58000;Café del día;10-12;Pacífica;2
1671;M;78;20230526;77000;Espresso Doble;12-14;Caribe;4
1672;F;71;20220325;68000;Chocolate Caliente;14-16;Pacífica;5
1673;F;72;20230804;75000;Espresso Macchiato;18-20;Orinoquía;5
1674;M;56;20230422;54000;Mocha Latte;20-22;Caribe;2
1675;M;56;20220121;49000;Espresso Macchiato;14-16;Andina;2
1676;M;75;20230112;110000;Chocolate Blanco Helado;20-22;Orinoquía;1
1677;;28;20231107;65400;Mocha Latte;14-16;Pacífica;2
1678;F;86;20220715;40000;Mocha Blanco Latte;16-18;Andina;2
1679;M;35;20200612;33000;Arequipe Latte;12-14;Andina;3
1680;M;95;20220627;90000;Chocolate Blanco Helado;14-16;Orinoquía;3
1681;;28;20220815;65400;Latte;18-20;Insular;2
1682;M;90;20220504;38000;Espresso Doble;20-22;Caribe;1
1683;M;50;20240627;62000;Arequipe Latte;20-22;Orinoquía;4
1684;;28;20220225;65400;Mocha Blanco Latte;14-16;Andina;3
1685;F;38;20240109;75000;Espresso Sencillo;10-12;Pacífica;1
1686;F;47;20240116;61000;Latte Macchiato;14-16;Andina;5
1687;;28;20240623;65400;Café del día;20-22;Caribe;2
1688;M;63;20201124;97000;Espresso Sencillo;10-12;Andina;3
1689;M;67;20231031;97000;Espresso Doble;10-12;Andina;4
1690;F;73;20221218;85000;Chocolate Helado;14-16;Insular;1
1691;F;22;20220610;65000;Mocha Latte;20-22;Caribe;3
1692;M;78;20220602;64000;Espresso Doble;16-18;Andina;2
1693;F;40;20230328;78000;Latte;20-22;Insular;5
1694;M;69;20221121;52000;Latte;18-20;Insular;4
1695;M;65;20231222;116000;Espresso Doble;10-12;Andina;5
1696;M;48;20191201;39000;Espresso Macchiato;14-16;Pacífica;3
1697;F;30;20210329;40000;Chocolate Blanco Helado;18-20;Orinoquía;5
1698;M;54;20240529;58000;Espresso Doble;12-14;Pacífica;5
1699;F;46;20220519;94000;Espresso Sencillo;20-22;Orinoquía;2
1700;;28;20230914;65400;Espresso Doble;18-20;Andina;2
1701;M;39;20231221;37000;Cappuccino;14-16;Orinoquía;4
1702;M;54;20231029;39000;Chocolate Caliente;12-14;Insular;4
1703;M;57;20210613;61000;Caramel Macchiato;18-20;Pacífica;5
1704;F;48;20240518;46000;Chocolate Caliente;20-22;Orinoquía;1
1705;M;68;20240125;57000;Café del día;18-20;Andina;5
1706;F;33;20220324;71000;Latte Macchiato;16-18;Caribe;2
1707;M;25;20240223;70000;Arequipe Latte;20-22;Insular;1
1708;F;35;20210213;58000;Chocolate Blanco Helado;14-16;Orinoquía;2
1709;F;55;20211102;53000;Americano;16-18;Insular;4
1710;;28;20230127;65400;Caramel Macchiato;14-16;Caribe;2
1711;F;53;20230507;100000;Latte;20-22;Andina;5
1712;M;72;20231018;64000;Espresso Doble;18-20;Orinoquía;5
1713;M;37;20231113;56000;Mocha Latte;18-20;Pacífica;2
1714;M;53;20240616;75000;Americano;18-20;Pacífica;4
1715;F;40;20230819;69000;Chocolate Blanco Helado;14-16;Caribe;2
1716;M;68;20200104;39000;Chocolate Blanco Helado;18-20;Insular;5
1717;F;50;20231016;99000;Espresso Doble;16-18;Orinoquía;1
1718;M;52;20200105;93000;Mocha Blanco Latte;12-14;Andina;5
1719;M;48;20220808;58000;Chocolate Blanco Helado;20-22;Insular;1
1720;F;63;20221025;94000;Mocha Blanco Latte;18-20;Caribe;3
1721;M;51;20230317;97000;Chocolate Blanco;16-18;Pacífica;1
1722;F;64;20220913;72000;Flat White;20-22;Insular;3
1723;M;83;20221116;103000;Chocolate Blanco Helado;12-14;Andina;3
1724;M;40;20220318;71000;Mocha Blanco Latte;14-16;Orinoquía;5
1725;F;23;20231007;68000;Chocolate Blanco;12-14;Orinoquía;2
1726;F;63;20220124;36000;Mocha Latte;12-14;Andina;4
1727;M;58;20240305;50000;Chocolate Caliente;16-18;Orinoquía;4
1728;F;67;20230324;101000;Chocolate Blanco Helado;20-22;Orinoquía;5
1729;F;65;20230728;96000;Cappuccino;16-18;Pacífica;2
1730;F;56;20240222;80000;Chocolate Caliente;16-18;Orinoquía;2
1731;M;28;20230226;75000;Espresso Doble;20-22;Orinoquía;1
1732;F;64;20220206;79000;Espresso Doble;20-22;Caribe;4
1733;F;57;20230923;32000;Arequipe Latte;18-20;Andina;2
1734;M;34;20231127;43000;Flat White;18-20;Insular;3
1735;M;65;20240707;59000;Espresso Sencillo;12-14;Pacífica;4
1736;M;23;20230728;54000;Flat White;18-20;Pacífica;4
1737;M;58;20231126;95000;Latte;16-18;Andina;1
1738;;28;20240512;65400;Mocha Latte;14-16;Caribe;1
1739;F;57;20240707;32000;Americano;10-12;Insular;4
1740;F;65;20240317;72000;Mocha Blanco Latte;18-20;Pacífica;3
1741;M;70;20230701;76000;Chocolate Blanco;18-20;Insular;1
1742;F;67;20230228;96000;Latte Macchiato;12-14;Pacífica;1
1743;M;51;20220308;118000;Latte;12-14;Caribe;5
1744;M;31;20231103;33000;Chocolate Helado;12-14;Pacífica;4
1745;F;63;20220906;101000;Espresso Sencillo;20-22;Insular;5
1746;M;51;20201220;54000;Flat White;14-16;Caribe;5
1747;M;72;20231027;67000;Chocolate Blanco;14-16;Pacífica;4
1748;F;73;20230110;106000;Chocolate Caliente;14-16;Orinoquía;1
1749;M;70;20211228;99000;Latte Macchiato;18-20;Andina;3
1750;M;62;20240511;67000;Café del día;14-16;Andina;2
1751;;28;20240414;65400;Café del día;14-16;Orinoquía;1
1752;M;81;20191008;72000;Chocolate Caliente;16-18;Caribe;5
1753;F;75;20230809;51000;Latte Macchiato;10-12;Pacífica;1
1754;F;49;20220113;55000;Espresso Sencillo;16-18;Andina;1
1755;M;77;20240214;103000;Espresso Macchiato;10-12;Pacífica;1
1756;M;26;20190930;56000;Chocolate Caliente;12-14;Caribe;4
1757;M;31;20240323;73000;Cappuccino;20-22;Insular;1
1758;M;54;20220403;68000;Chocolate Blanco;16-18;Caribe;1
1759;;28;20220724;65400;Espresso Doble;20-22;Caribe;5
1760;M;37;20240313;46000;Mocha Blanco Latte;18-20;Caribe;3
1761;M;36;20221124;61000;Mocha Latte;18-20;Pacífica;2
1762;F;41;20240126;49000;Americano;16-18;Insular;1
1763;F;81;20210815;52000;Mocha Latte;18-20;Orinoquía;5
1764;M;62;20220306;71000;Cappuccino;20-22;Insular;2
1765;F;85;20211117;75000;Café del día;18-20;Orinoquía;4
1766;F;53;20210807;75000;Espresso Macchiato;10-12;Pacífica;4
1767;;28;20220101;65400;Latte;18-20;Andina;4
1768;M;71;20231208;55000;Arequipe Latte;12-14;Caribe;5
1769;F;71;20211013;73000;Americano;20-22;Orinoquía;4
1770;M;23;20231003;35000;Flat White;10-12;Orinoquía;1
1771;F;83;20190924;58000;Chocolate Blanco Helado;16-18;Caribe;1
1772;;28;20230305;65400;Espresso Doble;16-18;Insular;3
1773;M;65;20200816;90000;Café del día;18-20;Pacífica;3
1774;M;70;20231214;50000;Arequipe Latte;18-20;Andina;3
1775;;28;20230806;65400;Chocolate Blanco Helado;18-20;Andina;5
1776;F;67;20231217;98000;Café del día;14-16;Caribe;2
1777;M;72;20240309;33000;Mocha Blanco Latte;16-18;Orinoquía;1
1778;;28;20211207;65400;Caramel Macchiato;20-22;Caribe;4
1779;M;89;20210809;36000;Chocolate Blanco;14-16;Insular;4
1780;M;75;20230718;49000;Chocolate Blanco Helado;12-14;Pacífica;2
1781;F;49;20221028;95000;Chocolate Helado;16-18;Insular;3
1782;M;31;20240503;43000;Mocha Latte;12-14;Pacífica;3
1783;M;66;20231006;68000;Chocolate Blanco;18-20;Caribe;4
1784;M;47;20240115;44000;Espresso Doble;10-12;Caribe;1
1785;F;69;20220723;36000;Espresso Macchiato;10-12;Caribe;3
1786;M;44;20220730;36000;Americano;14-16;Insular;4
1787;M;65;20240306;55000;Espresso Sencillo;10-12;Andina;4
1788;F;58;20231026;62000;Arequipe Latte;20-22;Pacífica;2
1789;F;62;20220911;40000;Chocolate Blanco Helado;18-20;Orinoquía;5
1790;F;72;20191113;41000;Chocolate Helado;12-14;Andina;2
1791;M;51;20231028;87000;Espresso Sencillo;18-20;Pacífica;5
1792;M;22;20211118;68000;Café del día;10-12;Andina;1
1793;M;61;20220303;35000;Mocha Blanco Latte;12-14;Caribe;2
1794;M;50;20221219;57000;Chocolate Helado;12-14;Andina;4
1795;M;76;20220717;40000;Chocolate Helado;12-14;Pacífica;1
1796;;28;20240502;65400;Cappuccino;16-18;Pacífica;2
1797;M;40;20230804;52000;Arequipe Latte;18-20;Insular;1
1798;M;53;20240722;60000;Cappuccino;14-16;Insular;5
1799;F;68;20220529;86000;Chocolate Helado;18-20;Insular;5
1800;M;22;20210714;62000;Café del día;18-20;Andina;1
1801;F;48;20231002;72000;Cappuccino;16-18;Pacífica;5
1802;M;60;20230506;55000;Flat White;10-12;Andina;3
1803;M;53;20221204;95000;Mocha Blanco Latte;12-14;Orinoquía;5
1804;F;43;20231213;39000;Chocolate Blanco Helado;18-20;Andina;3
1805;M;61;20230221;109000;Mocha Latte;18-20;Pacífica;5
1806;F;65;20231209;105000;Café del día;16-18;Orinoquía;1
1807;;28;20230728;65400;Latte Macchiato;10-12;Pacífica;4
1808;M;71;20230226;90000;Arequipe Latte;16-18;Andina;3
1809;F;69;20221115;89000;Arequipe Latte;14-16;Caribe;5
1810;M;79;20220416;113000;Chocolate Caliente;18-20;Orinoquía;2
1811;F;69;20231027;109000;Chocolate Blanco;20-22;Andina;3
1812;M;21;20220527;31000;Cappuccino;16-18;Insular;5
1813;F;69;20221211;31000;Latte;12-14;Insular;4
1814;F;52;20200808;61000;Cappuccino;18-20;Insular;1
1815;M;46;20240413;36000;Latte;14-16;Pacífica;4
1816;F;53;20231025;88000;Cappuccino;10-12;Andina;5
1817;F;47;20220609;65000;Caramel Macchiato;18-20;Insular;5
1818;;28;20220722;65400;Chocolate Blanco;18-20;Insular;4
1819;F;84;20220701;108000;Americano;16-18;Pacífica;2
1820;F;36;20211204;80000;Chocolate Blanco;18-20;Insular;4
1821;M;77;20240116;53000;Chocolate Caliente;18-20;Pacífica;1
1822;M;37;20240124;67000;Americano;18-20;Insular;2
1823;F;52;20240411;97000;Chocolate Helado;16-18;Orinoquía;3
1824;M;65;20240128;57000;Espresso Sencillo;18-20;Andina;2
1825;M;59;20231009;65000;Cappuccino;16-18;Orinoquía;5
1826;M;27;20230730;37000;Espresso Macchiato;10-12;Pacífica;1
1827;F;59;20220501;71000;Cappuccino;10-12;Andina;4
1828;M;52;20210916;66000;Mocha Blanco Latte;10-12;Andina;4
1829;M;64;20220310;98000;Espresso Doble;20-22;Caribe;3
1830;M;39;20230126;57000;Mocha Blanco Latte;16-18;Caribe;3
1831;M;44;20221021;97000;Latte Macchiato;20-22;Andina;2
1832;F;54;20221208;74000;Café del día;14-16;Insular;2
1833;M;74;20230108;72000;Mocha Latte;16-18;Pacífica;4
1834;F;69;20210927;83000;Latte;20-22;Caribe;1
1835;M;48;20211205;62000;Caramel Macchiato;10-12;Insular;1
1836;M;57;20200511;34000;Mocha Blanco Latte;14-16;Andina;3
1837;M;60;20230324;62000;Caramel Macchiato;14-16;Caribe;1
1838;F;45;20200417;48000;Chocolate Helado;14-16;Insular;2
1839;F;57;20240226;73000;Flat White;14-16;Insular;3
1840;F;75;20240604;56000;Mocha Blanco Latte;10-12;Orinoquía;2
1841;M;68;20240414;61000;Café del día;12-14;Pacífica;1
1842;;28;20220321;65400;Arequipe Latte;18-20;Orinoquía;2
1843;M;29;20240616;38000;Chocolate Caliente;20-22;Orinoquía;5
1844;F;67;20231230;105000;Arequipe Latte;16-18;Orinoquía;5
1845;;28;20220513;65400;Caramel Macchiato;18-20;Caribe;4
1846;F;53;20221027;95000;Espresso Sencillo;10-12;Pacífica;1
1847;M;54;20240407;69000;Chocolate Blanco;10-12;Pacífica;4
1848;F;39;20230922;70000;Flat White;16-18;Caribe;4
1849;F;30;20230831;59000;Mocha Latte;14-16;Andina;1
1850;M;54;20210412;30000;Chocolate Helado;20-22;Caribe;1
1851;M;64;20240426;75000;Americano;12-14;Insular;5
1852;M;18;20210801;49000;Espresso Macchiato;12-14;Andina;5
1853;F;63;20210820;71000;Café del día;14-16;Caribe;2
1854;M;34;20200905;36000;Caramel Macchiato;14-16;Orinoquía;5
1855;M;80;20240411;45000;Caramel Macchiato;18-20;Insular;1
1856;F;48;20230301;33000;Cappuccino;10-12;Andina;3
1857;F;32;20211007;49000;Arequipe Latte;20-22;Pacífica;3
1858;M;33;20230824;34000;Caramel Macchiato;10-12;Insular;5
1859;M;81;20230125;60000;Mocha Blanco Latte;18-20;Pacífica;1
1860;F;61;20230727;52000;Chocolate Blanco;14-16;Pacífica;2
1861;M;36;20240308;68000;Espresso Doble;10-12;Andina;3
1862;M;57;20220423;61000;Caramel Macchiato;10-12;Caribe;2
1863;F;92;20230911;94000;Arequipe Latte;18-20;Orinoquía;4
1864;F;70;20230809;80000;Arequipe Latte;16-18;Orinoquía;4
1865;;28;20230722;65400;Café del día;12-14;Orinoquía;5
1866;M;30;20230907;46000;Cappuccino;12-14;Andina;5
1867;F;41;20211014;54000;Arequipe Latte;18-20;Andina;1
1868;F;66;20220123;115000;Espresso Macchiato;16-18;Pacífica;5
1869;F;72;20230818;65000;Caramel Macchiato;12-14;Insular;4
1870;M;84;20220326;62000;Cappuccino;10-12;Caribe;5
1871;M;47;20230806;53000;Chocolate Blanco Helado;18-20;Andina;5
1872;F;32;20240320;43000;Chocolate Blanco Helado;14-16;Pacífica;1
1873;F;52;20240329;73000;Latte;16-18;Pacífica;3
1874;;28;20231110;65400;Caramel Macchiato;18-20;Pacífica;2
1875;M;67;20230918;118000;Cappuccino;18-20;Insular;3
1876;M;23;20231215;34000;Mocha Blanco Latte;10-12;Pacífica;2
1877;M;68;20230820;61000;Americano;10-12;Orinoquía;2
1878;F;70;20220324;86000;Café del día;18-20;Pacífica;2
1879;;28;20220214;65400;Chocolate Helado;14-16;Orinoquía;4
1880;M;21;20210107;46000;Chocolate Blanco Helado;14-16;Orinoquía;2
1881;M;79;20240622;40000;Latte;12-14;Pacífica;1
1882;;28;20220217;65400;Chocolate Blanco Helado;10-12;Andina;2
1883;M;33;20230923;32000;Cappuccino;10-12;Orinoquía;1
1884;F;67;20231227;58000;Mocha Latte;10-12;Caribe;2
1885;F;23;20230618;48000;Mocha Blanco Latte;18-20;Andina;5
1886;F;45;20221125;62000;Chocolate Blanco Helado;20-22;Orinoquía;4
1887;M;26;20210607;72000;Latte;20-22;Orinoquía;1
1888;M;36;20231030;60000;Arequipe Latte;10-12;Orinoquía;4
1889;;28;20221030;65400;Flat White;14-16;Pacífica;4
1890;;28;20240501;65400;Arequipe Latte;14-16;Orinoquía;5
1891;M;36;20231212;73000;Chocolate Helado;16-18;Pacífica;1
1892;M;74;20240326;73000;Espresso Sencillo;14-16;Pacífica;2
1893;F;37;20221221;66000;Chocolate Blanco;14-16;Insular;3
1894;M;68;20240210;67000;Caramel Macchiato;14-16;Andina;4
1895;F;55;20231106;103000;Cappuccino;10-12;Pacífica;2
1896;M;40;20220621;59000;Café del día;10-12;Andina;4
1897;M;86;20220528;90000;Espresso Sencillo;20-22;Orinoquía;3
1898;M;46;20221205;46000;Chocolate Helado;16-18;Andina;2
1899;F;76;20240714;53000;Chocolate Caliente;10-12;Insular;3
1900;M;37;20200308;39000;Chocolate Blanco Helado;14-16;Pacífica;5
1901;M;23;20240510;35000;Mocha Latte;20-22;Orinoquía;5
1902;M;47;20230801;76000;Latte Macchiato;10-12;Andina;1
1903;M;50;20231010;73000;Café del día;16-18;Andina;2
1904;M;43;20210903;56000;Mocha Blanco Latte;14-16;Andina;2
1905;F;30;20240619;56000;Latte Macchiato;12-14;Pacífica;3
1906;M;69;20220915;53000;Latte;14-16;Andina;3
1907;F;42;20211130;75000;Americano;12-14;Pacífica;5
1908;M;62;20210206;56000;Chocolate Blanco Helado;12-14;Caribe;1
1909;;28;20240113;65400;Espresso Macchiato;20-22;Pacífica;2
1910;M;46;20240305;46000;Espresso Sencillo;16-18;Caribe;3
1911;M;85;20220714;85000;Latte Macchiato;10-12;Pacífica;2
1912;F;62;20231214;72000;Mocha Latte;10-12;Orinoquía;5
1913;M;67;20231014;60000;Chocolate Helado;14-16;Orinoquía;4
1914;F;61;20221025;77000;Espresso Doble;18-20;Caribe;4
1915;M;56;20230921;97000;Cappuccino;20-22;Andina;2
1916;F;58;20230307;77000;Espresso Macchiato;14-16;Andina;4
1917;F;59;20221214;49000;Café del día;14-16;Pacífica;1
1918;;28;20230608;65400;Latte Macchiato;14-16;Caribe;4
1919;M;69;20230730;60000;Chocolate Blanco;12-14;Andina;5
1920;F;37;20211230;80000;Chocolate Blanco;14-16;Orinoquía;2
1921;;28;20220520;65400;Chocolate Helado;16-18;Orinoquía;1
1922;F;42;20231231;98000;Café del día;16-18;Andina;5
1923;M;60;20240209;76000;Flat White;14-16;Andina;3
1924;F;68;20230127;75000;Cappuccino;14-16;Insular;1
1925;M;25;20230703;50000;Espresso Sencillo;12-14;Pacífica;2
1926;M;82;20231127;74000;Chocolate Blanco Helado;10-12;Insular;3
1927;M;20;20200822;59000;Chocolate Blanco;20-22;Orinoquía;3
1928;F;63;20210916;114000;Caramel Macchiato;12-14;Caribe;5
1929;M;49;20230917;72000;Americano;14-16;Insular;2
1930;F;90;20220620;100000;Chocolate Caliente;20-22;Andina;2
1931;M;71;20230820;43000;Latte;18-20;Andina;5
1932;M;24;20230104;32000;Mocha Blanco Latte;20-22;Caribe;4
1933;F;63;20240603;75000;Mocha Latte;10-12;Insular;4
1934;;28;20231204;65400;Espresso Sencillo;14-16;Andina;4
1935;F;58;20230715;86000;Chocolate Helado;12-14;Andina;5
1936;M;49;20230616;52000;Americano;14-16;Andina;3
1937;M;42;20221221;51000;Chocolate Caliente;14-16;Orinoquía;5
1938;M;51;20211228;67000;Chocolate Caliente;16-18;Orinoquía;5
1939;F;77;20231102;68000;Chocolate Blanco;10-12;Pacífica;2
1940;M;41;20240203;35000;Arequipe Latte;10-12;Caribe;3
1941;F;70;20240606;33000;Café del día;20-22;Orinoquía;1
1942;F;35;20230304;70000;Mocha Latte;20-22;Andina;3
1943;F;49;20230203;53000;Mocha Latte;10-12;Orinoquía;2
1944;M;36;20220413;75000;Chocolate Blanco Helado;20-22;Pacífica;5
1945;F;27;20200224;70000;Americano;14-16;Andina;4
1946;M;74;20211011;84000;Espresso Doble;16-18;Orinoquía;3
1947;F;74;20240627;92000;Chocolate Helado;18-20;Caribe;4
1948;M;64;20230803;37000;Espresso Macchiato;20-22;Insular;5
1949;F;32;20211217;61000;Mocha Latte;18-20;Insular;4
1950;;28;20231126;65400;Americano;20-22;Pacífica;1
1951;M;54;20240515;35000;Flat White;12-14;Insular;3
1952;M;50;20230922;42000;Caramel Macchiato;10-12;Insular;3
1953;M;69;20240429;51000;Espresso Sencillo;16-18;Insular;1
1954;M;58;20211230;81000;Chocolate Helado;16-18;Orinoquía;4
1955;F;58;20240615;55000;Chocolate Helado;14-16;Andina;2
1956;;28;20240101;65400;Caramel Macchiato;12-14;Andina;5
